timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
2.101195891,0,-1.0865022386165764,14,1,0.5883333333333334,0.6
2.163385696,0,0.729077432979089,14,1,0.5883333333333334,0.6
2.201195891,1,-1.9703560689442943,14,1,0.5883333333333334,0.6
2.263385696,1,5.3575002970178485,14,1,0.5883333333333334,0.6
2.301195891,2,-4.892992122601363,14,1,0.5883333333333334,0.6
2.363385696,2,-2.7126600673949404,14,1,0.5883333333333334,0.6
2.401195891,3,-1.2752855581783473,14,1,0.5883333333333334,0.6
2.463385696,3,-3.6287030358100205,14,1,0.5883333333333334,0.6
2.501195891,4,3.6665264802974686,14,1,0.5883333333333334,0.6074999999999999
2.563385696,4,3.740404839153222,14,1,0.5883333333333334,0.6074999999999999
2.601195891,5,3.8509418234024198,14,1,0.5883333333333334,0.6074999999999999
2.663385696,5,-5.976931131355285,14,1,0.5883333333333334,0.6074999999999999
2.701195891,6,1.3961173828746376,14,1,0.5883333333333334,0.6074999999999999
2.763385696,6,4.435189070700806,14,1,0.5883333333333334,0.6074999999999999
2.801195891,7,2.39819206115282,14,1,0.5883333333333334,0.6074999999999999
2.863385696,7,3.529145487824338,14,1,0.5883333333333334,0.6074999999999999
2.901195891,8,4.70474587641017,14,1,0.5883333333333334,0.6074999999999999
2.963385696,8,-0.020034465740364292,14,1,0.5883333333333334,0.6074999999999999
3.001195891,9,3.1348938729316216,14,1,0.5883333333333334,0.6074999999999999
3.063385696,9,-21.771102781362707,14,1,0.5883333333333334,0.6074999999999999
3.101195891,10,-2.161018660284738,14,1,0.5883333333333334,0.6074999999999999
3.163385696,10,-16.186210328908743,14,1,0.5883333333333334,0.6074999999999999
3.201195891,11,-2.358906714827296,14,1,0.5883333333333334,0.6074999999999999
3.263385696,11,-7.834285589657025,14,1,0.5883333333333334,0.6074999999999999
3.301195891,12,-7.209109561488774,14,1,0.5883333333333334,0.6074999999999999
3.363385696,12,2.4200171403336967,14,1,0.5883333333333334,0.6074999999999999
3.401195891,13,-8.336556843083216,14,1,0.5883333333333334,0.6074999999999999
3.463385696,13,-10.799543877537129,14,1,0.5883333333333334,0.6074999999999999
3.501195891,14,-1.1288896133664885,14,1,0.5883333333333334,0.605
3.563385696,14,-0.09725179583234372,14,1,0.5883333333333334,0.605
3.601195891,15,-7.541622400629565,14,1,0.5883333333333334,0.605
3.663385696,15,-9.14271580128161,14,1,0.5883333333333334,0.605
