timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr
13.429104767,113,53.38075439955925,14,1,1.0,1.0
13.446444231,113,53.38075439955925,14,1,1.0,1.0
13.529104767,114,51.17089690028202,14,1,1.0,1.0
13.546444231,114,51.17089690028202,14,1,1.0,1.0
13.629104767,115,53.33285613199421,14,1,1.0,1.0
13.646444231,115,53.33285613199421,14,1,1.0,1.0
13.729104767,116,53.206129013746306,14,1,1.0,1.0
13.746444231,116,53.206129013746306,14,1,1.0,1.0
13.829104767,117,49.95575396579504,14,1,1.0,1.0
13.846444231,117,49.95575396579504,14,1,1.0,1.0
13.929104767,118,53.81693184480617,14,1,1.0,1.0
13.946444231,118,53.81693184480617,14,1,1.0,1.0
14.029104767,119,51.95981769156294,14,1,1.0,1.0
14.046444231,119,51.95981769156294,14,1,1.0,1.0
14.129104767,120,51.60824625921758,14,1,1.0,1.0
14.146444231,120,51.60824625921758,14,1,1.0,1.0
14.229104767,121,51.989863993868326,14,1,1.0,1.0
14.246444231,121,51.989863993868326,14,1,1.0,1.0
14.329104767,122,52.79254204795377,14,1,1.0,1.0
14.346444231,122,52.79254204795377,14,1,1.0,1.0
14.429104767,123,52.040359814724695,14,1,1.0,1.0
14.446444231,123,52.040359814724695,14,1,1.0,1.0
14.529104767,124,52.294877357566314,14,1,1.0,1.0
14.546444231,124,52.294877357566314,14,1,1.0,1.0
14.629104767,125,52.3955480897295,14,1,1.0,1.0
14.646444231,125,52.3955480897295,14,1,1.0,1.0
14.729104767,126,53.08215617711853,14,1,1.0,1.0
14.746444231,126,53.08215617711853,14,1,1.0,1.0
14.829104767,127,50.9841441734002,14,1,1.0,1.0
14.846444231,127,50.9841441734002,14,1,1.0,1.0
14.929104767,128,52.26335978646929,14,1,1.0,1.0
14.946444231,128,52.26335978646929,14,1,1.0,1.0
15.029104767,129,53.60573412180875,14,1,1.0,1.0
15.046444231,129,53.60573412180875,14,1,1.0,1.0
15.129104767,130,53.784787309594584,14,1,1.0,1.0
15.146444231,130,53.784787309594584,14,1,1.0,1.0
15.229104767,131,48.76975710743724,14,1,1.0,1.0
15.246444231,131,48.76975710743724,14,1,1.0,1.0
15.329104767,132,54.31409783801793,14,1,1.0,1.0
15.346444231,132,54.31409783801793,14,1,1.0,1.0
15.429104767,133,52.63825446939023,14,1,1.0,1.0
15.446444231,133,52.63825446939023,14,1,1.0,1.0
15.529104767,134,50.92483734924222,14,1,1.0,1.0
15.546444231,134,50.92483734924222,14,1,1.0,1.0
15.629104767,135,52.48743896912054,14,1,1.0,1.0
15.646444231,135,52.48743896912054,14,1,1.0,1.0
15.729104767,136,52.8416009464862,14,1,1.0,1.0
15.746444231,136,52.8416009464862,14,1,1.0,1.0
15.829104767,137,51.70409700231849,14,1,1.0,1.0
15.846444231,137,51.70409700231849,14,1,1.0,1.0
15.929104767,138,52.71653947191861,14,1,1.0,1.0
15.946444231,138,52.71653947191861,14,1,1.0,1.0
16.029104767,139,52.695848748460236,14,1,1.0,1.0
16.046444231,139,52.695848748460236,14,1,1.0,1.0
16.129104767,140,51.84693258767416,14,1,1.0,1.0
16.146444231,140,51.84693258767416,14,1,1.0,1.0
16.229104767,141,51.00787813461128,14,1,1.0,1.0
16.246444231,141,51.00787813461128,14,1,1.0,1.0
16.329104767,142,52.32398552448493,14,1,1.0,1.0
16.346444231,142,52.32398552448493,14,1,1.0,1.0
16.429104767,143,50.487070388065035,14,1,1.0,1.0
16.446444231,143,50.487070388065035,14,1,1.0,1.0
16.529104767,144,54.675800212398215,14,1,1.0,1.0
16.546444231,144,54.675800212398215,14,1,1.0,1.0
16.629104767,145,50.78568569292415,14,1,1.0,1.0
16.646444231,145,50.78568569292415,14,1,1.0,1.0
16.729104767,146,51.95800791506589,14,1,1.0,1.0
16.746444231,146,51.95800791506589,14,1,1.0,1.0
16.829104767,147,51.90640458328254,14,1,1.0,1.0
16.846444231,147,51.90640458328254,14,1,1.0,1.0
16.929104767,148,54.20234678247721,14,1,1.0,1.0
16.946444231,148,54.20234678247721,14,1,1.0,1.0
17.029104767,149,50.239498370976854,14,1,1.0,1.0
17.046444231,149,50.239498370976854,14,1,1.0,1.0
17.129104767,150,52.28632466026263,14,1,1.0,1.0
17.146444231,150,52.28632466026263,14,1,1.0,1.0
17.229104767,151,53.44378898683267,14,1,1.0,1.0
