timeSec,seq_id,sinr_db,mcs,packet_sent,packet_received,window_pdr,success
38.529104767,364,180184.4344542264,14,2,0.0,0.0,1
38.629104767,365,180184.4344542264,14,2,0.0,0.0,1
38.729104767,366,180184.4344542264,14,2,0.0,0.0,1
38.829104767,367,180184.4344542264,14,2,0.0,0.0,1
38.929104767,368,180184.4344542264,14,2,0.0,0.0,1
39.029104767,369,180184.4344542264,14,2,0.0,0.0,1
39.129104767,370,180184.4344542264,14,2,0.0,0.0,1
39.229104767,371,180184.4344542264,14,2,0.0,0.0,1
39.329104767,372,180184.4344542264,14,2,0.0,0.0,1
39.429104767,373,180184.4344542264,14,2,0.0,0.0,1
39.529104767,374,180184.4344542264,14,2,0.0,0.0,1
39.629104767,375,180184.4344542264,14,2,0.0,0.0,1
39.729104767,376,180184.4344542264,14,2,0.0,0.0,1
39.829104767,377,180184.4344542264,14,2,0.0,0.0,1
39.929104767,378,180184.4344542264,14,2,0.0,0.0,1
40.029104767,379,180184.4344542264,14,2,0.0,0.0,1
40.129104767,380,180184.4344542264,14,2,0.0,0.0,1
40.229104767,381,180184.4344542264,14,2,0.0,0.0,1
40.329104767,382,180184.4344542264,14,2,0.0,0.0,1
40.429104767,383,180184.4344542264,14,2,0.0,0.0,1
40.529104767,384,180184.4344542264,14,2,0.0,0.0,1
40.629104767,385,180184.4344542264,14,2,0.0,0.0,1
40.729104767,386,180184.4344542264,14,2,0.0,0.0,1
40.829104767,387,180184.4344542264,14,2,0.0,0.0,1
40.929104767,388,180184.4344542264,14,2,0.0,0.0,1
41.029104767,389,180184.4344542264,14,2,0.0,0.0,1
41.129104767,390,180184.4344542264,14,2,0.0,0.0,1
41.229104767,391,180184.4344542264,14,2,0.0,0.0,1
41.329104767,392,180184.4344542264,14,2,0.0,0.0,1
41.429104767,393,180184.4344542264,14,2,0.0,0.0,1
41.529104767,394,180184.4344542264,14,2,0.0,0.0,1
41.629104767,395,180184.4344542264,14,2,0.0,0.0,1
41.729104767,396,180184.4344542264,14,2,0.0,0.0,1
41.829104767,397,180184.4344542264,14,2,0.0,0.0,1
41.929104767,398,180184.4344542264,14,2,0.0,0.0,1
42.029104767,399,180184.4344542264,14,2,0.0,0.0,1
42.129104767,400,180184.4344542264,14,2,0.0,0.0,1
42.229104767,401,180184.4344542264,14,2,0.0,0.0,1
42.329104767,402,180184.4344542264,14,2,0.0,0.0,1
42.429104767,403,180184.4344542264,14,2,0.0,0.0,1
42.529104767,404,180184.4344542264,14,2,0.0,0.0,1
42.629104767,405,180184.4344542264,14,2,0.0,0.0,1
42.729104767,406,180184.4344542264,14,2,0.0,0.0,1
42.829104767,407,180184.4344542264,14,2,0.0,0.0,1
42.929104767,408,180184.4344542264,14,2,0.0,0.0,1
43.029104767,409,180184.4344542264,14,2,0.0,0.0,1
43.129104767,410,180184.4344542264,14,2,0.0,0.0,1
43.229104767,411,180184.4344542264,14,2,0.0,0.0,1
43.329104767,412,180184.4344542264,14,2,0.0,0.0,1
43.429104767,413,180184.4344542264,14,2,0.0,0.0,1
43.529104767,414,180184.4344542264,14,2,0.0,0.0,1
